SLA3022	Beauty and the best
SLA1391	Big drink. Small price.
SLA0026	Why boil?
SLA3190	Nonstop.  Osaka.  Taipei
SLA3388	Si Food
SLA0520	New 93 WOJC Country stereo
SLA3893	Kam-chat'ka  It's American!
SLA1438	FLY DELTA  L.A., San Francisco, San Diego
SLA1053	The Mirage is no illusion
SLB4141-SLB4160	Untitled presentation
SLM0377	Come and Explore...
SLA1146	If working with your ad agency a vicious cycle
SLB5275	Untitled Presentation
SLA1579	Jeep Comanche
SLA0316	a dash of class for 42 years
SLA3605	J'M
SLA2949	Desperately Seeking Someone.
SLA3539	For the fun of it.
SLA0377	Street legal
SLB4530	Untitled presentation
SLA2758	Responsilbe leadership that powers our city.
SLB4293	Untitled presentation
SLA2793	The Competition Stinks.
SLM0449	Untitled
SLA1697	With a Lutheran Brotherhood IRA, your money will change deonominations
SLA1342	Salad & Fruit Bar
SLB5322	Untitled Presentation
SLA0485	Miss North Carolina
SLB5242	Untitled Presentation
SLA2059	The Only New York Nonstop
SLA2797	Great Pizza. About half the price.
SLA1970	New Clear Water
SLM0171	Red Square Moscow
SLA1550	Codorniu Methode Champenoise
SLA1126	Santa Barbara, Non-stop romantic flights
SLM0282	Unite
SLB4560-SLB4561	Untitled presentation
SLB5497	Untitled Presentation
SLA1951	From Crickets to Crockett.
SLA2462	Put on your jocks.
SLA0716	Mussel man? Eat all you can eat.
SLA3949	NIKE
SLB5492	Untitled Presentation
SLB6135-SLB6136	Untitled Presentation
SLA3046	To be unleashed May 2
SLM0508	Helga
SLM0594	Greece Cyclades
SLB4106-SLB4108	Untitled presentation
SLB6058	Untitled Presentation
SLA2344	Turbo charge
SLA0548	earful
SLA1648	Esprit Sport at Robinson's
SLA2986	Hang in there!  Finding a physician will soon be easier
SLA2983	Mends room
SLA1109	Too good to hid in a can
SLA0932	tastes great!
SLA2724	If 7-Eleven's milk was any fresher, it would go mooooooo.
SLB5445-SLB5446	Untitled Presentation
SLB4592	Untitled presentation
SLB6025-SLB6026	Untitled Presentation
SLA2919	Sweet Land of Liberty
SLA0268	Studstill gives Jonathan Moore a pat on the back
SLM0259	das Dorf am Fluss
SLA2314	Astroworld....Dwop on in
SLA1365	Everybody deserves Weiss
SLA0908	ShoeScene
SLB6051-SLB6052	Untitled Presentation
SLA3201	We spent as much improving our hotel
SLA1023	From garages to game rooms. Home improvement loans from Pittsburgh National
SLB0185-SLB0193	Unidentified Slide Presentation
SLA3241	On your way to the top don't forget your bottom.  Downtown Athletic Club
SLB4116	Untitled presentation
SLM0567	Öffentliche Konzerte
SLB6031	Untitled Presentation
SLA1771	102.5 FM presents a Touch of Jazz
SLA2908	Tuscon Citizen
SLB4291-SLB4292	Untitled presentation
SLB6050	Untitled Presentation
SLA0810	It's imported from St. Paul, We're not losing a beer, we're gaining a city
SLB5563	Untitled Presentation
SLA2247	Mower for less...Lowe's
SLM0076	London After Dark
SLA0715	Big on shrimp? Eat all you can eat.
SLA1677	Milk, America's Health Kick
SLA3427	To be unleashed Friday May 2.
SLA2956	Stop Ducking the Issue! Buckle Up
SLA2977	We're not too big to be friendly
SLB3876-SLB3879	Untitled presentation
SLA0055	Follow the Lakers
SLA3429	Big Taste  For a change.
SLM0470	Bòres
SLM0278	turn it up! Go to work on an egg!
SLA0605	Fresh and refresh
SLA2945	Faith works better
SLA0977	In times like these, you need momentum
SLB6011-SLB6012	Untitled Presentation
SLA1148	We've gone Hollywood
SLA3771	We'll help. Will you?
SLB4000-SLB4003	Untitled presentation
SLA3482	Nog your socks off.
SLM0227	Yugawara
SLM0619	eine grosse Zeitung
SLA2225	Most nonstops to Las Vegas
SLA1179	102.5 FM presents A Touch of Jazz
SLA1969	Soup's On!
SLM0454	Pohjois-Karjalan Messut
SLA2090	French Massacred Near St. Augustine.   Film At 11:00.
SLB5496	Untitled Presentation
SLA0763	Utah, cCome See Autumn
SLB4065-SLB4066	Untitled presentation
SLA1605	I'll save you more than any other VW or Subaru dealer
SLA2518	Supervise in four wheel drive
SLA3436	United Colors of Benetton
SLM0196	Electrification bruxelles cologne en 2h.20
SLA3200	In L.A. even hotels get facelifts
SLA0123	When it rains, drive carefully!
SLA3877	Billy Joel ''Glass Houses''
SLB4231	Untitled presentation
SLA3714	A line of credit based on home equity?
SLA0092	Jim Ramsey, fasten your seat belt!
SLB6024	Untitled Presentation
SLB1490-SLB1520	Best Painted Bulletin Displays - Master General Foods (IOA)
SLM0268	Untitled
SLA2250	...And everything that comes with it!  Lowe's
SLB5636-SLB5638	Untitled Presentation
SLM0005	Untitled
SLA3547	Not Every Advertiser is Cut Out to Run Coupons
SLA0300	Malibu...more fun than rum
SLA1499	Los Angeles '84  Olympics Live
SLA1470	Viva Espana
SLA3753	The American Way to Play.
SLB0171-SLB0184	Unidentified Slide Presentation
SLA2094	Winter Wonderland
SLA1087	Berke Dental Center
SLA2000	Lumber to go!
SLA2345	Fire an' ice
SLB4534	Untitled
SLA3279C	Gorin, Gorin, Gone
SLA2310	PenSupreme grocerette open 24 hours
SLA3969	The City of Los Angeles Marathon March 6, 1988
SLA2948	(none, just statue of liberty and flag)
SLA2783	The Promenade, Expand your horizons
SLA0993	Isn't it time you got Smile Insurance?
SLA1253	HOT water
SLA2623	Dashing through the snow
SLA2882	97 WYNY
SLA3296	Blazing Saddles
SLA3124	Tasteful exit
SLA2755	Enjoy your home equity
SLA3817	London Posters Exhibit, Century City
SLB5549	Untitled Presentation
SLA0335	Perfect fit. John Henry slacks and John Henry shirts.
SLA2350	Esprit Sport at Robinson's
SLE0001-SLE0007	ROAD SLE0001-SLE0007
SLA3975	Express Yourself.  Lumber City
SLA2244	Our Pride, Your Pleasure
SLA3128	The Agony and the Ecstasy
SLM0514	Tisa, de Neue Art Tee zu Trinken!
SLB4234-SLB4239	Untitled presentation
SLA3677	Don't forget your lips...
SLM0610	your guide to all services and charges on sale now
SLB0001-SLB0042	Unidentified Slide Presentation
SLA3178	Shift gears.  San Diego
SLA1691	Money Markets
SLA1719	Anais Anais at Robinson's
SLA1608	Valley Ford truck
SLA1466	Unexpectedly exciting.
SLB4566	Untitled presentation
SLA2642	Great ads 1/2 mile...Next great ads 400 mi
SLA1855	Cure for tough breaks
SLA2292	Fresh Nachos
SLA2694	Pepsi...the choice of a new generation
SLM0094	Lufthansa India
SLA1770	Feel the energy
SLM0003	Untitled
SLA1068	Dodge Daytona
SLA2408	First Fidelity Bank
SLA0509	Losing it upstairs?  Insulate
SLB5709-SLB5710	Untitled Presentation
SLA2887	WTIC 1080
SLB0194-SLB0331	Unidentified Slide Presentation
SLA3125	Bridle Party
SLA3853	Toyota Wonderwagon!
SLA2942	The Fires of Tragedy Cannot Dispel Our Hopes for the Future.
SLM0042	Visitez la Pologne admirez son joli folklore
SLA0706	Tickle your drumsticks
SLA0276	before...after
SLA0052	Give!
SLB5512	Untitled Presentation
SLA1743	Give peas a chance
SLA2688	We'll be home for Christmas.
SLA0441	If you're gonna do me wrong, do it right. Country songs tell a story on KLIF
SLA1495	Heron Island.  Just a mintues swim from the Great Barrier Reef.
SLA2238	In January, move up to the the lifestyle...that's Laurelwood
SLA1366	More Fun Afoot
SLA1700	Midtown Detroit's New Center Commons... a special place to live
SLB5754	Untitled Presentation
SLB4014	Untitled presentation
SLA0904	Join the Rolex club at Maier and Burkele jewelers
SLA1653	501 Kestner's
SLB5271	Untitled Presentation
SLA3247	A Quick Bite
SLB5840	Untitled Presentation
SLB5540	Untitled Presentation
SLA3059	San Diego's most popular watering hole
SLA0928	Pepsi. For the new generation
SLE0116	Untitled
SLA2807	For peas this good, have dinner with the Swansons
SLA2495	Cable is HOT
SLA2655	Colour by Alexander Julian
SLA2709	Love at first touch
SLA3430	Try it Diet!
SLA3621	The hip place to go.
SLA3685	Top Performers
SLA0486	Let the young live.  Please drive safely
SLA1865	You look mah-velous!
SLA0905	See 20/20 in 60 minutes, Opti-World
SLM0537	Mockba 1980
SLA1284	Things are looking up! Brookfield Zoo
SLB4335-SLB4355	Untitled presentation
SLA3662	None
SLB5912	Untitled Presentation
SLM0392	Spacer Z Syrenka
SLB4653-SLB4664	Untitled presentation
SLA2700	Lancome Sun at Robinson's
SLB5761	Untitled Presentation
SLA2514	Have your say from the freeway.
SLM0357	Waldler Delfert-Wein
SLB5961	Untitled Presentation
SLB5476	Untitled Presentation
SLB4480-SLB4485	Untitled presentation
SLB4859-SLB4897	Untitled Presentation
SLA3350	Here comes the sun. Balmoral
SLE0065	Untitled
SLA1265	Silkwood HBO
SLA1059	Power play.
SLA0577	Bring a friend... or meet a friend
SLB5216	Untitled Presentation
SLM0028	Tokyo
SLA3473	New Braunfels may have the best wurst, but Dallas has the best newspaper
SLB4050	Untitled presentation
SLA3269	Clean up your hang ups
SLA0576	It's a winner
SLA1290	rock all day roll all night
SLA2853	KODA 99 FM, Lite and Easy
SLB4045-SLB4047	Untitled presentation
SLA1305	Ride 'em cowbeagle
SLA1021	Neighborhood Mechanics
SLB5917-SLB5920	Untitled Presentation
SLA3442	Don't take it sitting down.
SLA3922	We've changed our name to match our service
SLM0593	New Zealand
SLA3919	First Care Physicians
SLA0859	Stivers Lincoln Mercury
SLA1544	Dewar's unto Others
SLM0103	Untitled
SLA2982	St. Mary's Emergency Department
SLB5072	Untitled Presentation
SLA0689	At least she's taken her Haliborange
SLB5532	Untitled Presentation
SLA1892	Silent Nights?  Just Call.
SLB5243-SLB5244	Untitled Presentation
SLM0050	Untitled
SLA1166	New Q106, Your music! All Hits
SLA1597	Move 'em out!
SLA1220	For Life's LIttle Emergencies
SLA1792	WeatheRadio 1280 AM
SLA3214	The Investment.  The Return
SLM0251	Honegger Judyta
SLA1539	Bacardi rum mixes with everything.  Except driving.
SLA1390	First Choice Meat
SLB4606	Untitled presentation
SLA3678	stay in North Dakota   Minnesota closed this week
SLA3414	Look. Most nonstops to San Francisco
SLB0107	Untitled
SLA2580	Pour over our stock
SLA3711	Wood Implement
SLA0442	$2,000,000 Landmark game
SLA3666	FRONTIER
SLB3394-SLB3397	Untitled presentation
SLE0103	Untitled
SLA2815	Chunky Soup, The soup that eats like a meal
SLA3437	United Colors of Benetton
SLB4424	Untitled presentation
SLA2289	Pepsi Big Gulp
SLA3768	Minolta, Nothing Escapes the eye of Maxxum
SLF0067-SLF0092	ROAD SLF0067-SLF0092
SLA2496	Cable is choice
SLA2545D	Morocco, Where Two Worlds meet
SLA1377	Wet Works
SLM0444	Vuele a Roma
SLA0685	Je fume legerement   Gitanes
SLA1488	Your home is so much cooler under a Kenlow awnings
SLA2545E	fabulous furs found no where else
SLA2872	How to conduct yourself in a traffic jam
SLA2025	The Perfect Recess
SLA1794	KYA 93 FM, Golden Oldies
SLB5145-SLB5177	Untitled Presentation
SLB1724-SLB1746	Planning an Outdoor Program, Outdoor Seminar, Toronto, Ontario
SLA2680	Confections and soft drinks
SLA1660	Have a ''Coke-or-two''  at the Gladys Porter Zoo!
SLB5456	Untitled Presentation
SLA2928	Illiteracy kills opportunity
SLA0459	News, not rock, around the clock
SLA1338	Taco Bell  Taco Salad
SLE0032	Out to Lunch
SLB4455-SLB4457	Untitled presentation
SLA2174	The future calls
SLA2334	Bunderful!
SLA3661	Mainline Travel
SLM0107	At the Victoria and Albert Museum
SLA0961	You've never tried Barricini Ice Cream? Pity.
SLA1758	Window shop, Peachtree
SLB5692	Untitled Presentation
SLM0400	6. Wuppertaler Filmtage
SLA0757	Motor Money
SLM0034	London Never Sleeps
SLA1150	The Cities 97 FM, The album alternative
SLA1200	Who profits from exposure in Le Journal de Montreal because of tis number 1 readership? You-la-la!
SLA2867	Escape to Power 104
SLA0779	Our Slots pay more!
SLA1281	This fall - the place you otter be! Brookfield Zoo
SLA3025	Silent nights?  Just call
SLA2761	Cut Corners Without Cutting Coverage.
SLA0662	Good Housekeeping...the good advice magazine
SLA2545B	At the top of the best dressed list
SLA2252	Decorate in style.  Lowe's
SLA1492	Heron Island
SLA0631	Morocco...where two worlds meet
SLB5331	Untitled Presentation
SLB4194	Untitled presentation
SLA3741	Snapper, Discover the Difference
SLA1506	The Company is Coming!
SLM0154	Britannia Jet-Prop
SLA0854	Iacocca Originals
SLA3119	Diving Doggies now at Knott's Berry Farm
SLA2099	Discover the San Francisco:  One of The Californias
SLA3279B	San Diego's most famous high rise
SLB5470	Untitled Presentation
SLA1880	Snow shovelers love Urgi-Care.
SLA2838	East Coast Paint
SLA0028	Dallas' only Japanese restaurant
SLA2575	Bacardi & Coke
SLM0102	Chemie-anleihe
SLB5319	Untitled Presentation
SLA1051	Stocking up time
SLA2906	Read our fine print.
AAA8222	Say ''Peter Pan'' to your grocerman!
SLB6043	Untitled Presentation
SLA1388	Top Performers
SLA2658	For $7.90 you too can be coordinated.  Pure Sweat
SLA0306	Join the Kamora society
SLA1452	Ozark to Florida Fun
SLB2206-SLB2365	Outdoor Goes to College
SLA0299	Tuaca liquore Italiano
SLA0514	Take us home tonight
SLM0057	Werkkunstschule Wuppertal Heute
SLA0102	Don't just sit there on your seat belt
SLM0175	Yugawara
SLB5751	Untitled Presentation
SLA0696	Feelign the squeeze?  Time for a Commercial break.  Commercial National Bank
SLA2419	First Fidelity Bank
SLA3556	Catalina at Robinson's
SLB5720	Untitled Presentation
SLA3618	We make house calls.
SLM0397	Praha Bratislava
SLA3078	All pubs ain't the same
SLM0324	Why Not Send It, Luggage in Advance
SLA3665	Coppertone
SLA3100	Bombs Away
SLA1838	Pittsburgh, Most livable city in the US
SLA3170	We're going your way
SLB4103	Untitled presentation
SLA0356	The BayBanks Card is now nationwide
SLB5462	Untitled Presentation
SLA1369	Fresh!
SLA3619	560 KSFO
SLA1311	New Mexico State Fair 1994
SLA2960	Say HELLO to a friend today
SLA0099	Education is for the birds...the birds who want to get ahead
SLB5193	Untitled
SLA2396	Santiago at Robinson's
SLA2619	Wake up the river
SLA0469	Don't rush home for the rush hour news
SLA3279D	Meet one of San Diego's most prominent citizens
SLM0272	Holiday Haunts
SLA2718	If you're not buying Kemps, you're getting a bum steer.
SLB5311	Untitled Presentation
SLA3018	Use the phone before you use the phonebook
SLM0303	Melrose Abbey, First Class Hotels & Hydro
SLM0459	Ne partez pas sans Bisquit!
SLA0066	World's fastest game
SLA3422	Look. Nonstops to Tokyo
SLA2629	Widens the Gap
SLA3335	a bc defghijklmnopq
SLA2512	Communicate on the interstate
SLA0808	Morocco, where two worlds meet
SLA0007	Comes in a tray instead of a can
SLM0393	Bell
SLA2721	Milk America's Health Kick
SLA0170	Taste that beats the others cold!
SLA2257	Lots of appeal
SLM0151	bruxelles cologne en 2h.20
SLB4195-SLB4196	Untitled presentation
SLA2715	So Close You Can Taste It! Baskin Robins 31 Flavors
SLA3887	Excellence and The Grace of Japan
SLA2568	Cross the Border
SLA0647	Mass transit to New York
SLM0193	Union Frühjahrsmodenschau
SLB5394	Untitled Presentation
SLA2545H	Mac Tonight
SLB4556-SLB4559	Untitled presentation
SLA1006	Move up to the lifestyle... that's Laurelwood
SLA1976	Bakers Square Restaurant & Bakery
SLA0634	Delta is No. 1 to Texas
SLA0466	Cable TV caters to old friends
SLA1878	To your health.
SLA0680	Pilot la preme par ecrit - garantie!
SLA2079	Louisiana
SLA1510	Western Airlines to Hawaii.  The only way to fly.
SLA2224	Only nonstops to Cincinnati
SLA1891	Wise men phone first.
SLA1421	The new Folles Bergere is dynamite
SLM0116	Ireland
SLE0036	Untitled
XXX4887	blend canadian whiskey, Alcoholic Beverages, ale, beer (2 advertisements)
XXX5446	a better beer--naturally.  Gretz.
XXH1241	Flagstaff  Fine Foods at your independent neighborhood grocer
XXH1207	First Mechanic's National Bank of Trenton
XXX2415	Spud Menthol-Cooled Cigarettes
XXH2007	Pontiac Automobile Sales & Service, Trucker Road Service, Motor Oil (3 advertisements)
XXX3158	Noxzema skin cream, Camel cigarettes, Ballantine's beer, Jantzen swimming suits [swim suits] (4 advertisements)
XXH3472	Duffy Tire Co.
XXH3650	A better beer - naturally
XXX2089	Jantzen swimming suits [swim suits], Noxzema Lotion, Heinz Tomato Ketchup, Shell Gasoline (4 advertisements)
XXX2489	Make that Next Tankful Essolene
XXH0581	Sunoco
XXH0425	No Better Whiskey in Any Bottle. Wilson. ''That's all''
XXX0143	Wrigley's
XXX5542	Make Maxwell Service a part of your sales department.  Philco makes Maxwell a part of their sales department.
XXX3770	turn left next corner for home of Thermoid brake linings rely on your brakes not your horn
XXX2498	Whiskey Paul Jones
XXX2985	Sherwin-Williams Paints, Spud Cigarettes (2 advertisements)
XXX3898	Alcoholic Beverages, ale, beer, Ford V-8 (2 advertisements)
XXX4612	Drink Coca-Cola  Thirst asks nothing more
XXH1566	The American Red Cross Carries On  Give!
XXX1924	Coca-Cola Soda, Sherwin-Williams Paints (2 advertisements)
XXX1484	Insures the world against battey troubles Hartford Batteries
XXH2317	4 Miles to Nassau Tavern  Princeton, N.J.  83 Rooms  Each with Bath  Turn Right at Circle
XXX3866	Beer, Gum, Unknown (illegible) (3 advertisements)
XXH0532	New Royal Portable with Magic margin and other Standard Makes. PRIOR Typewriter Exchange 232 E. State St.
XXH3436	When the 2nd tastes as good as the FIRST...  that's Hohenadel
XXX0670	Treo Girdles, Arrow Collars, R.C. Maxwell Office, Adams Gum, Wrigley's Gum, Brand Importer Apparel (6 advertisements)
XXH1377	automobiles, cars, Peanuts (2 advertisements)
XXH3367	Beer, Gasoline (2 advertisements)
XXH0375	Handy way to order  Ballantine's Ale Beer
XXH1257	16 Miles to Nassau Tavern The Yankee Doodle Tap Room
XXH1789	hotel accommodations, Food Dept. Stores, Salt Water Taffy (3 advertisements)
XXX4694	Thirst ask nothing more
XXH1253	R.C. Allen The World's Greatest Adding Machine  Prior Typewriter Exchange
XXH0939	Call for Calvert
XXH3651	A better beer - naturally
XXX3230	Cover the Earth
XXG0279	Pepsin Gum, Bevo soft drink (2 advertisements)
XXX3291	P.O.N. Beers and Ales, Sherwin-Williams Paints (2 advertisements)
XXX0705	Underwood
XXH3815	Big-Car Quality at Lowest Cost
XXH2146	Beer, Central Pier Co. (2 advertisements)
XXX4396	Untitled
XXH3207	Orsatti presents Name Bands of America  Orsatti's Casino  Formerly Gateway Casino Cafe and Restaurant  Somers Point, N.J.
XXH0808	Now Sam Gerson Philadelphia
XXX3528	Untitled
